c start header ---------------------------------------------------------------------------- 
c OFilName= HD37043_1_OrionI-2013_UBr_setup7_APa2s5_R2.dat       / file name after reformatting 
c IFilName= 12_HD37043.dat       / input file name 
c IFilSetN= setup7     /setup directory name 
c IFilSetF= Setup_131105_132722_2c81.xml     /setup file name 
c ReleaseV= R2     / release version 
c StarInFo= HD37043,V=  2.77,O9III,Iot Ori   / star HD number + info
c FieldIDn= 1_OrionI-2013      / observation field ID 
c FieldRA =   82.500      / Right Ascension of field centre [deg] 
c FieldDEC=    0.000      / Declination of field centre [deg] 
c FieldRol=  -90.000      / Boresight Roll Angle [deg] 
c SatellID= UBr        / satellite short ID 
c SatfulID= UniBRITE      / satellite full ID 
c SatCatNo= 39092    / satellite catalog number
c SatLauDa= 2013-02-25 / satellite launch date
c InstGain=   3.2            / gain [e/ADU] @ +20 [C] 
c InstBRes=  14              / ADC Bit resolution 
c InstPScl=  27              / plate scale [arcsec/pixel] 
c CCDType =  Kodak KA11002   / CCD product name 
c CCDDime =  4008 x 2672     / CCD pixel dimensions [x,y] 
c CCDPsiz =  9um x 9um       / CCD physical pixel size 
c ROIxpos = 2800      / Raster X position [pixel] 
c ROIypos = 1405      / Raster Y position [pixel] 
c ROIxsiz = 32      / Raster X size [pixel] 
c ROIysiz = 33      / Raster Y size [pixel] 
c ObsMode = nm      / nm : normal + meadian column values stored in top row of raster hence ROIysiz = ROIxsiz+1 
c ObsStaDa= 2013-11-07     / observation start date 
c ObsEndDa= 2014-03-17      / observation end date 
c ObsTBase= 130.2        / observation time base [d] 
c ObsNumDa=  35335       / number of data points 
c ObsExpoT= 1000 / exposure time in milli-seconds 
c ObsStack= 1       / number of co-added (stacked) exposures 1=no stack 2>=number of consequetive exposures co-added on board the satellite 
c RedVersi= APa2s5     / version ID of reduction 
c RedApert= 9    / applied numerical aperture radius [pixel] 
c RedBadTr= 50    / bad pixel threshold value [ADU] 
c RedMetho= BRITE Specific Aperture Photometry / reduction method 
c RedProID= Adam Popowicz<Adam.Popowicz@polsl.pl> / data reduction processor name and email address 
c data description ---------------------------------------------------------------------- 
c column1 = HJD  / Heliocentric Julian Date at start of exposure 
c column2 = FLUX / Signal extracted from image per second [ADU/s] 
c column3 = XCEN / Profile centre of gravity with respect to raster origin [pixel] 
c column4 = YCEN / Profile centre of gravity with respect to raster origin [pixel] 
c column5 = CCDT / CCD Temperature [C] 
c column6 = JD   / Julian Date at start of exposue as listed in FITS header 
c column7 = FLAG / 0 if numerical Aperture extends raster borders 1 if fully rendered 
c end header ---------------------------------------------------------------------------- 
2456603.615147        49476.170    15.48    12.72  35.83 2456603.611228 1
2456603.615394        49507.166    15.11    13.11  36.10 2456603.611475 1
2456603.615641        49144.766    16.42    13.38  36.11 2456603.611722 1
2456603.615888        50609.176    15.74    11.93  36.47 2456603.611969 1
2456603.616134        49330.517    16.57    13.68  36.60 2456603.612215 1
2456603.616381        50094.641    15.67    13.33  36.72 2456603.612462 1
2456603.616628        49614.346    16.60    13.07  36.91 2456603.612709 1
2456603.616875        49772.525    16.98    14.70  37.16 2456603.612956 1
2456603.617121        49217.831    17.41    12.77  37.09 2456603.613202 1
2456603.617368        48527.249    16.68    15.14  37.34 2456603.613449 1
2456603.617615        49935.945    16.23    14.39  37.56 2456603.613696 1
2456603.617861        50242.365    15.62    11.56  37.58 2456603.613942 1
2456603.618108        49553.196    15.02    14.81  37.70 2456603.614189 1
2456603.618355        49821.416    16.91    12.75  37.86 2456603.614436 1
2456603.618602        49088.987    17.93    14.01  38.03 2456603.614683 1
2456603.618848        50528.694    18.63    13.23  38.07 2456603.614929 1
2456603.619095        49957.428    15.49    12.72  38.13 2456603.615176 1
2456603.619342        49999.455    16.12    12.00  38.25 2456603.615423 1
2456603.619589        50700.153    16.95    14.53  38.36 2456603.615670 1
2456603.619835        48080.488    19.74    16.05  38.48 2456603.615916 1
2456603.620082        50434.076    15.99    12.44  38.51 2456603.616163 1
2456603.620329        50722.526    16.43    11.30  38.68 2456603.616410 1
2456603.620575        49223.316    16.29    12.58  38.75 2456603.616656 1
2456603.620822        49856.670    15.84    13.95  38.78 2456603.616903 1
2456603.621069        49888.916    17.71    14.92  38.88 2456603.617150 1
2456603.621316        46830.853     5.61    19.74  38.93 2456603.617397 0
2456603.621562        50589.603    17.11    10.40  39.05 2456603.617643 1
2456603.621809        49519.069    19.21    12.04  39.15 2456603.617890 1
2456603.622056        50339.729    16.72    11.48  39.16 2456603.618137 1
2456603.622303        49841.244    18.82    13.23  39.29 2456603.618384 1
2456603.622549        50710.521    17.35    10.99  39.32 2456603.618630 1
2456603.622796        50366.906    16.73    13.66  39.46 2456603.618877 1
2456603.623043        51080.233    16.21    13.25  39.44 2456603.619124 1
2456603.623289        50898.205    19.43    12.09  39.50 2456603.619370 1
2456603.623537        49968.242    17.14    15.25  39.58 2456603.619617 1
2456603.623784        49938.750    17.16    13.15  39.57 2456603.619864 1
2456603.624031        50122.240    16.99    12.73  39.61 2456603.620111 1
2456603.624277        50090.443    17.08    13.19  39.70 2456603.620357 1
2456603.624524        50648.253    16.81    13.05  39.72 2456603.620604 1
2456603.624771        50393.912    18.69    12.61  39.83 2456603.620851 1
2456603.625018        50460.328    16.22    13.66  39.78 2456603.621098 1
2456603.625264        49717.544    17.98    13.53  39.84 2456603.621344 1
2456604.523289        50546.288    15.29     9.67  35.61 2456604.519322 1
2456604.523537        49393.303    15.16    10.49  35.80 2456604.519570 1
